Peak Brightness Date/Time (UT),Latitude (deg.),Longitud (dg.),Altitude (km),Velocity (km/s),vx,vy,vz,Total Radiated Energy (J),Calculated Total Impact Energy (kt)
5/18/2003 7:51,,,,,,,,21000000000,0.076
5/15/2003 6:28,54,80.4,,,,,,43000000000,0.14
4/28/2003 13:06,,,,,,,,23000000000,0.082
4/13/2003 17:58,14.8,64.5,17,,,,,175000000000,0.5
4/7/2003 9:25,18.4,162.6,,,,,,22000000000,0.079
4/1/2003 4:40,,,,,,,,31000000000,0.11
3/27/2003 5:50,41.4,87.7,45,,,,,142000000000,0.41
2/25/2003 23:13,40,116,,,,,,33000000000,0.11
2/12/2003 23:45,,,,,,,,79000000000,0.25
2/12/2003 2:37,31.5,107.5,,,,,,120000000000,0.36
2/6/2003 17:00,62.9,113.9,,,,,,197000000000,0.55
2/5/2003 6:16,,,,,,,,103000000000,0.31
2/4/2003 14:07,59.9,41,,,,,,135000000000,0.4
1/30/2003 6:02,,,,,,,,107000000000,0.32
11/28/2002 15:41,,,,,,,,46000000000,0.15
11/21/2002 0:11,1.4,154,,,,,,240000000000,0.66
11/12/2002 21:49,21.1,6.8,,,,,,43000000000,0.14
11/10/2002 22:13,16,166,,,,,,460000000000,1.2
10/9/2002 12:00,4.3,175.9,,,,,,49000000000,0.16
10/4/2002 10:08,,,,,,,,117000000000,0.35
9/24/2002 16:48,57.9,112.9,,,,,,860000000000,2
8/14/2002 7:48,6.9,126.2,,,,,,90000000000,0.28
8/11/2002 20:42,18.2,159.4,,,,,,1510000000000,3.3
8/10/2002 18:01,,,,,,,,25000000000,0.089
7/25/2002 15:57,28.7,47,,,,,,230000000000,0.63
7/22/2002 11:16,34,106.1,,,,,,53000000000,0.17
6/29/2002 16:31,,,,,,,,159000000000,0.46
6/15/2002 11:51,,,,,,,,29000000000,0.1
6/13/2002 15:29,24.9,111.4,,,,,,191000000000,0.54
6/2/2002 4:28,34,21,,,,,,4500000000000,8.8
4/3/2002 19:10,5.3,27.1,,,,,,182000000000,0.51
4/2/2002 2:36,,,,,,,,32000000000,0.11
3/28/2002 21:29,,,,,,,,27000000000,0.095
3/19/2002 5:56,,,,,,,,83000000000,0.26
3/19/2002 2:56,,,,,,,,53000000000,0.17
3/18/2002 14:44,60.4,120.5,,,,,,20000000000,0.073
3/9/2002 1:20,6.9,147.3,,,,,,249000000000,0.68
3/3/2002 21:10,37.5,154,,,,,,82000000000,0.25
3/1/2002 3:53,29.2,66.8,,,,,,38000000000,0.13
2/9/2002 19:50,17.7,138.7,,,,,,70000000000,0.22
2/1/2002 19:07,60.7,116.6,,,,,,70000000000,0.22
1/20/2002 16:42,48.4,165,,,,,,104000000000,0.31
1/3/2002 12:19,,,,,,,,123000000000,0.36
12/14/2001 17:58,,,,,,,,151000000000,0.44
12/12/2001 16:56,,,,,,,,98000000000,0.3
11/26/2001 6:51,,,,,,,,192000000000,0.54
11/13/2001 10:58,,,,,,,,312000000000,0.83
11/11/2001 12:14,,,,,,,,130000000000,0.38
10/27/2001 19:20,52.7,3.8,,,,,,36000000000,0.12
10/14/2001 12:03,,,,,,,,89000000000,0.27
10/12/2001 3:11,,,,,,,,62000000000,0.2
10/6/2001 6:29,,,,,,,,158000000000,0.45
9/25/2001 11:54,,,,,,,,42000000000,0.14
8/26/2001 16:08,,,,,,,,38000000000,0.13
8/18/2001 13:57,,,,,,,,40000000000,0.13
7/26/2001 21:20,0.4,84.8,,,,,,326000000000,0.86
7/23/2001 22:19,41,77,,,,,,1240000000000,2.8
5/6/2001 4:30,,,,,,,,50000000000,0.16
4/27/2001 9:46,,,,,,,,130000000000,0.38
4/23/2001 6:12,28,133.6,29,,,,,4600000000000,9
4/14/2001 6:40,,,,,,,,24000000000,0.086
4/13/2001 0:29,15.3,162.4,,,,,,251000000000,0.68
2/9/2001 21:27,,,,,,,,108000000000,0.32
2/4/2001 5:53,64,97.3,,,,,,151000000000,0.44
1/28/2001 16:19,66,31.3,,,,,,108000000000,0.32
12/15/2000 13:22,41.3,95.2,,,,,,262000000000,0.71
12/15/2000 3:46,50.4,58.9,,,,,,27000000000,0.095
11/28/2000 12:20,,,,,,,,119000000000,0.35
11/13/2000 0:28,13.6,5.8,,,,,,66000000000,0.21
11/6/2000 7:18,52,22.2,,,,,,69000000000,0.22
10/11/2000 23:29,31.7,5.5,,,,,,81000000000,0.25
9/24/2000 6:57,,,,,,,,27000000000,0.095
9/23/2000 4:00,58.5,142.6,,,,,,22000000000,0.079
9/19/2000 22:12,3.2,133.8,,,,,,89000000000,0.27
8/25/2000 1:12,14.5,106.1,,,,,,1390000000000,3.1
8/13/2000 3:00,36.7,127.8,,,,,,65000000000,0.21
8/1/2000 16:48,50.2,101.9,,,,,,182000000000,0.51
7/31/2000 7:06,15.7,138.5,,,,,,38000000000,0.13
7/19/2000 17:40,17.7,94.1,,,,,,107000000000,0.32
7/15/2000 16:13,46.6,163.3,,,,,,21000000000,0.076
7/9/2000 1:08,,,,,,,,121000000000,0.36
7/7/2000 1:34,15,140.7,,,,,,65000000000,0.21
6/27/2000 10:06,34.9,36.8,,,,,,27000000000,0.095
6/23/2000 9:03,69.2,44,,,,,,20000000000,0.073
6/22/2000 20:02,32.9,159,,,,,,30000000000,0.1
6/18/2000 13:40,,,,,,,,133000000000,0.39
6/14/2000 16:39,28.1,107.3,48,,,,,145000000000,0.42
6/4/2000 3:17,,,,,,,,190000000000,0.53
6/3/2000 3:24,36.8,74.8,,,,,,30000000000,0.1
6/2/2000 18:44,27.5,18.9,,,,,,30000000000,0.1
5/29/2000 16:46,,,,,,,,60000000000,0.19
5/6/2000 11:51,49.9,18.4,,,,,,28000000000,0.098
5/3/2000 10:40,5,73,,,,,,59000000000,0.19
4/21/2000 13:42,,,,,,,,86000000000,0.27
4/4/2000 13:38,,,,,,,,23000000000,0.082
3/28/2000 15:27,1,98.3,,,,,,63000000000,0.2
3/19/2000 5:11,,,,,,,,49000000000,0.16
3/6/2000 8:29,58,175,,,,,,960000000000,2.2
2/18/2000 9:25,0.9,109.2,,,,,,3620000000000,7.3
2/17/2000 14:22,14.2,115.9,,,,,,22000000000,0.079
1/18/2000 16:43,60.3,134.6,,,,,,1050000000000,2.4
1/18/2000 8:33,24.3,94.9,,,,,,35000000000,0.12
12/16/1999 0:07,26.5,11.3,,,,,,67000000000,0.21
12/11/1999 17:31,,,,,,,,273000000000,0.74
12/10/1999 18:56,,,,,,,,28000000000,0.098
12/3/1999 17:24,,,,,,,,42000000000,0.14
12/1/1999 19:38,,,,,,,,23000000000,0.082
11/30/1999 2:18,,,,,,,,45000000000,0.15
11/15/1999 20:01,8.1,75.4,,,,,,74000000000,0.23
11/7/1999 17:53,2.3,77.4,,,,,,89000000000,0.27
10/26/1999 17:19,13.7,70.8,,,,,,86000000000,0.27
9/8/1999 23:55,22.4,0.2,,,,,,28000000000,0.098
9/8/1999 14:41,32.5,104.6,32,,,,,90000000000,0.28
8/16/1999 5:18,35,107.2,,,,,,36000000000,0.12
8/6/1999 3:22,,,,,,,,68000000000,0.22
8/3/1999 18:25,64.7,18.8,,,,,,356000000000,0.93
7/10/1999 8:11,37.8,39.6,52,,,,,326000000000,0.86
7/7/1999 4:14,39.5,174.4,,,,,,140000000000,0.41
6/25/1999 6:27,50,121,69,,,,,124000000000,0.37
5/23/1999 7:02,16.4,116.3,,,,,,26000000000,0.092
4/26/1999 11:33,22.5,6.5,,,,,,92000000000,0.28
4/26/1999 9:49,32.8,159.1,,,,,,33000000000,0.11
3/31/1999 23:54,17.9,22.6,,,,,,234000000000,0.64
3/28/1999 15:37,0.8,97.6,,,,,,304000000000,0.81
3/2/1999 22:23,18.9,50.5,,,,,,59000000000,0.19
2/18/1999 23:15,54.9,64.6,,,,,,154000000000,0.44
2/1/1999 14:24,80,154.2,,,,,,28000000000,0.098
1/19/1999 2:32,7.9,85.8,,,,,,24000000000,0.086
1/14/1999 8:06,44,129.7,32,,,,,5060000000000,9.8
1/12/1999 19:24,,,,,,,,43000000000,0.14
1/11/1999 5:18,,,,,,,,24000000000,0.086
1/2/1999 18:25,47,103,65,,,,,35000000000,0.12
12/22/1998 9:24,,,,,,,,27000000000,0.095
11/23/1998 20:20,82.3,160.1,,,,,,25000000000,0.089
11/11/1998 16:46,6.5,156.4,,,,,,656000000000,1.6
10/3/1998 12:58,,,,,,,,32000000000,0.11
9/4/1998 9:16,,,,,,,,128000000000,0.38
9/1/1998 11:15,34.6,23.6,,,,,,24000000000,0.086
8/30/1998 0:20,,,,,,,,41000000000,0.14
8/8/1998 12:55,,,,,,,,23000000000,0.082
7/28/1998 14:16,,,,,,,,63000000000,0.2
3/24/1998 9:08,,,,,,,,27000000000,0.095
3/22/1998 22:25,1.4,26.6,,,,,,140000000000,0.41
1/8/1998 16:10,,,,,,,,62000000000,0.2
1/4/1998 23:00,35.1,33.4,30,17.1,6,-10.6,12,74000000000,0.23
12/28/1997 3:58,23.1,152.4,,,,,,31000000000,0.11
12/9/1997 8:15,62.7,49.9,,,,,,270000000000,0.73
11/7/1997 7:46,57.3,167.2,,,,,,800000000000,1.9
10/9/1997 18:47,31.8,106,37,,,,,190000000000,0.53
10/1/1997 14:26,46.7,108.9,,,,,,62000000000,0.2
9/30/1997 12:31,38.1,63.9,,,,,,23000000000,0.082
9/5/1997 11:41,31.1,56.4,,,,,,190000000000,0.53
8/20/1997 17:16,,,,,,,,26000000000,0.092
8/15/1997 1:05,,,,,,,,22000000000,0.079
7/30/1997 3:01,,,,,,,,50000000000,0.16
7/4/1997 12:22,15.8,175.8,,,,,,27000000000,0.095
5/22/1997 8:30,,,,,,,,45000000000,0.15
4/27/1997 22:34,16.7,87.5,,,,,,325000000000,0.86
2/19/1997 4:31,16.3,87.7,,,,,,140000000000,0.41
2/15/1997 15:23,35.5,115.6,,,,,,150000000000,0.43
2/6/1997 18:28,,,,,,,,26000000000,0.092
1/28/1997 17:49,,,,,,,,24000000000,0.086
1/23/1997 10:03,15,94.2,,,,,,270000000000,0.73
1/22/1997 21:13,32.2,29,,,,,,480000000000,1.2
1/4/1997 6:46,25.7,5.3,,,,,,43000000000,0.14
1/3/1997 15:08,,,,,,,,350000000000,0.92
12/17/1996 4:16,34.1,37.2,,,,,,41000000000,0.14
12/10/1996 6:09,,,,,,,,250000000000,0.68
12/4/1996 17:00,,,,,,,,49000000000,0.16
12/1/1996 13:19,,,,,,,,62000000000,0.2
11/22/1996 10:06,,,,,,,,68000000000,0.22
11/8/1996 16:02,,,,,,,,61000000000,0.2
10/30/1996 12:48,2.1,123.1,,,,,,21000000000,0.076
10/28/1996 4:46,27.4,79.4,,,,,,43000000000,0.14
10/23/1996 8:28,47.3,20.6,,,,,,44000000000,0.15
10/19/1996 19:01,29.7,34.7,,,,,,130000000000,0.38
10/7/1996 17:43,,,,,,,,45000000000,0.15
10/5/1996 19:21,49.6,145.9,,,,,,250000000000,0.68
8/17/1996 15:46,,,,,,,,34000000000,0.12
8/15/1996 16:07,,,,,,,,84000000000,0.26
8/9/1996 18:14,,,,,,,,30000000000,0.1
8/7/1996 3:16,,,,,,,,150000000000,0.43
8/6/1996 4:50,,,,,,,,130000000000,0.38
8/5/1996 19:27,,,,,,,,220000000000,0.61
8/5/1996 15:19,,,,,,,,80000000000,0.25
7/17/1996 3:16,31.8,111.4,,,,,,50000000000,0.16
7/12/1996 14:04,20.7,93.6,,,,,,32000000000,0.11
6/25/1996 11:22,,,,,,,,21000000000,0.076
5/8/1996 1:02,,,,,,,,28000000000,0.098
5/1/1996 13:19,,,,,,,,35000000000,0.12
3/31/1996 0:53,,,,,,,,27000000000,0.095
3/30/1996 4:03,31.1,84.3,,,,,,120000000000,0.36
3/29/1996 20:30,21.5,158.1,,,,,,128000000000,0.38
3/25/1996 17:00,,,,,,,,44000000000,0.15
3/13/1996 8:31,,,,,,,,230000000000,0.63
2/16/1996 7:03,,,,,,,,55000000000,0.18
2/15/1996 2:38,76,127,,,,,,50000000000,0.16
1/18/1996 17:10,,,,,,,,120000000000,0.36
1/15/1996 13:44,59.8,175.8,,,,,,260000000000,0.71
12/27/1995 12:55,,,,,,,,22000000000,0.079
12/22/1995 13:26,70.2,73.3,,,,,,450000000000,1.1
12/9/1995 19:54,2.9,79,,,,,,120000000000,0.36
11/25/1995 5:29,,,,,,,,29000000000,0.1
11/13/1995 3:10,,,,,,,,21000000000,0.076
10/1/1995 2:42,,,,,,,,35000000000,0.12
9/9/1995 7:38,,,,,,,,500000000000,1.3
8/24/1995 21:54,,,,,,,,120000000000,0.36
8/17/1995 16:39,,,,,,,,160000000000,0.46
8/6/1995 4:38,,,,,,,,55000000000,0.18
8/5/1995 17:14,11.6,104.3,,,,,,200000000000,0.56
7/11/1995 18:38,28.5,93.3,,,,,,130000000000,0.38
7/9/1995 18:20,0.9,66.3,,,,,,25000000000,0.089
7/7/1995 17:33,40.2,76.1,,,,,,140000000000,0.41
6/9/1995 9:28,,,,,,,,25000000000,0.089
4/2/1995 12:32,,,,,,,,25000000000,0.089
2/16/1995 13:05,16.7,141.7,,,,,,60000000000,0.19
1/18/1995 10:17,51.5,115.4,,,,,,70000000000,0.22
1/10/1995 21:08,,,,,,,,25000000000,0.089
1/4/1995 4:16,46.4,12.1,,,,,,41000000000,0.14
1/2/1995 20:41,,,,,,,,30000000000,0.1
12/18/1994 12:45,,,,,,,,50000000000,0.16
12/16/1994 9:41,42.2,27.6,,,,,,50000000000,0.16
11/3/1994 20:01,6.5,89,,,,,,2350000000000,5
11/1/1994 6:50,1.5,84.5,,,,,,1000000000000,2.3
10/27/1994 4:21,,,,,,,,320000000000,0.85
10/20/1994 0:11,45.2,1.9,,,,,,87000000000,0.27
10/8/1994 3:24,,,,,,,,66000000000,0.21
9/22/1994 4:22,,,,,,,,67000000000,0.21
8/15/1994 23:16,,,,,,,,164000000000,0.47
6/15/1994 0:02,45,73.5,,,,,,41000000000,0.14
6/3/1994 20:48,,,,,,,,509000000000,1.3
5/29/1994 9:30,52.8,2.3,,,,,,384000000000,1
2/1/1994 22:38,2.7,164.1,,,,,,18200000000000,30
11/29/1993 17:48,26.5,78.3,,,,,,26000000000,0.092
10/31/1993 3:39,51.3,100.9,,,,,,40000000000,0.13
10/4/1991 9:22,78.7,6.3,,,,,,550000000000,1.4
10/1/1990 3:51,7.5,142.8,,,,,,2500000000000,5.2
4/15/1988 3:03,4.1,124.3,,,,,,7580000000000,14
