,Peak Brightness Date/Time (UT),Latitude (deg.),Longitude (deg.),Altitude (km),Velocity (km/s),vx,vy,vz,Total Radiated Energy (J),Calculated Total Impact Energy (kt),year,Sighting Month
0,2023,26.2S,143.1W,33.0,,,,,30000000000,0.1,2023,February
1,2023,3.5N,76.2W,61.0,,,,,20000000000,0.073,2023,January
2,2023,33.1N,173.7W,38.0,14.2,7.8,-5.6,-10.5,29000000000,0.1,2023,January
3,2023,31.5N,18.6E,33.5,17.5,-16.1,4.5,-5.2,46000000000,0.15,2023,January
4,2023,45.7S,135.0E,27.0,16.7,2.3,-0.4,16.5,90000000000,0.28,2023,January
5,2023,1.5N,129.0E,44.6,,,,,50000000000,0.16,2023,January
6,2022,42.3N,92.9E,32.3,16.4,0.2,-12.3,-10.9,62000000000,0.2,2022,December
7,2022,32.75N,2.1W,20.0,18.7,-5.7,14.0,11.0,62000000000,0.2,2022,December
8,2022,17.0S,95.7W,50.0,,,,,33000000000,0.11,2022,November
9,2022,15.0N,109.7W,26.0,21.7,9.0,12.3,15.4,34000000000,0.12,2022,November
10,2022,77.2N,93.2W,41.0,,,,,39000000000,0.13,2022,November
11,2022,7.1N,118.9W,45.0,,,,,47000000000,0.16,2022,October
12,2022,26.6N,165.1E,65.6,,,,,47000000000,0.16,2022,October
13,2022,22.7N,97.6E,31.5,,,,,27000000000,0.095,2022,September
14,2022,40.8N,63.4E,35.8,17.4,-13.9,-4.3,9.5,32000000000,0.11,2022,September
15,2022,20.0N,165.9E,14.0,21.9,18.4,-11.4,-3.5,24000000000,0.086,2022,September
16,2022,6.3S,51.5E,37.0,,,,,21000000000,0.076,2022,August
17,2022,35.0S,78.4E,55.5,,,,,468000000000,1.2,2022,August
18,2022,6.0S,86.9W,37.5,29.9,-17.1,23.5,-7.2,251000000000,0.68,2022,July
19,2022,44.8S,2.9W,38.1,19.8,-6.1,17.7,6.5,524000000000,1.3,2022,July
20,2022,40.5S,76.6E,33.6,15.2,-2.1,-2.2,14.9,87000000000,0.27,2022,July
21,2022,23.3S,20.5W,32.7,17.4,-7.1,15.5,-3.3,60000000000,0.19,2022,July
22,2022,43.0S,59.6W,32.2,16.0,-0.9,15.6,-3.6,86000000000,0.27,2022,July
23,2022,21.3N,130.1E,22.0,20.2,17.9,-4.1,-8.3,27000000000,0.095,2022,July
24,2022,41.7S,175.0E,35.0,,,,,734000000000,1.8,2022,July
25,2022,31.9S,12.9W,56.0,,,,,91000000000,0.28,2022,June
26,2022,69.7S,164.7E,19.0,20.1,0.2,-18.3,8.2,65000000000,0.21,2022,June
27,2022,4.6N,39.1W,61.0,,,,,91000000000,0.28,2022,June
28,2022,40.8N,127.1W,41.1,24.9,23.1,2.0,-9.2,31000000000,0.11,2022,June
29,2022,16.3N,30.4W,39.8,,,,,126000000000,0.37,2022,May
30,2022,55.5S,68.9W,28.4,12.7,-4.2,11.6,3.2,39000000000,0.13,2022,April
31,2022,8.2S,57.8E,23.8,20.6,-19.3,-6.3,3.6,52000000000,0.17,2022,April
32,2022,3.2S,64.3W,31.5,19.7,-17.6,5.3,-7.2,27000000000,0.095,2022,April
33,2022,45.9S,171.4W,74.0,,,,,20000000000,0.073,2022,March
34,2022,7.7S,74.3E,29.0,19.6,-16.6,-10.4,0.1,378000000000,0.98,2022,March
35,2022,1.9N,20.6W,56.7,18.2,-12.4,11.4,6.9,76000000000,0.24,2022,March
36,2022,70.0N,9.1W,33.3,17.2,-11.5,-5.3,-11.7,1851000000000,4.0,2022,March
37,2022,4.1S,99.5W,,,,,,20000000000,0.073,2022,March
38,2022,50.4S,45.9E,72.0,,,,,21000000000,0.076,2022,March
39,2022,33.5N,38.9W,41.0,,,,,27000000000,0.095,2022,February
40,2022,5.4N,56.4E,32.4,21.5,-4.4,-19.6,-7.7,65000000000,0.21,2022,February
41,2022,28.7S,11.4E,26.5,13.1,-8.9,-7.3,-6.3,3480000000000,7.0,2022,February
42,2022,13.3S,142.2E,36.0,22.8,17.6,9.7,-10.8,152000000000,0.44,2022,February
43,2022,50.0N,38.0W,36.6,20.0,-10.8,16.8,1.0,54000000000,0.18,2022,January
44,2022,4.5S,73.9W,37.0,,,,,341000000000,0.9,2022,January
45,2022,58.4S,160.2W,40.8,22.8,-2.5,5.3,22.0,1264000000000,2.9,2022,January
46,2022,66.1N,152.6W,35.5,,,,,145000000000,0.42,2022,January
47,2021,69.7S,115.0E,44.0,22.0,7.4,-8.6,18.8,20000000000,0.073,2021,December
48,2021,4.9S,29.6W,37.0,,,,,21000000000,0.076,2021,December
49,2021,62.7N,60.3E,56.0,18.2,10.3,-7.1,-13.2,32000000000,0.11,2021,December
50,2021,47.5S,172.6E,27.5,,,,,50000000000,0.16,2021,December
51,2021,32.6N,113.5E,38.4,19.7,0.2,-2.2,-19.6,40000000000,0.13,2021,November
52,2021,6.8S,119.1E,35.0,23.0,7.0,-18.3,-12.0,24000000000,0.086,2021,November
53,2021,33.8S,7.7W,36.0,,,,,33000000000,0.11,2021,November
54,2021,4.1S,138.7W,35.2,,,,,30000000000,0.1,2021,October
55,2021,51.5N,51.4E,30.0,15.9,-14.1,-7.0,-1.9,37000000000,0.13,2021,October
56,2021,13.8N,140.4W,28.0,,,,,60000000000,0.19,2021,October
57,2021,59.0N,154.3E,31.4,27.5,12.9,4.2,-23.9,20000000000,0.073,2021,October
58,2021,53.9N,148.0W,28.0,21.2,-3.5,-9.0,-18.9,137000000000,0.4,2021,September
59,2021,2.1S,111.8W,26.0,13.6,-4.4,6.9,10.9,31000000000,0.11,2021,September
60,2021,7.8S,90.1E,63.0,,,,,146000000000,0.42,2021,July
61,2021,42.4N,98.4E,26.4,14.7,-1.6,-11.9,-8.4,37000000000,0.13,2021,July
62,2021,,,,,,,,33000000000,0.11,2021,July
63,2021,44.3N,164.2W,43.4,15.7,0.7,15.7,-0.5,740000000000,1.8,2021,July
64,2021,17.9S,55.3W,,,,,,23000000000,0.082,2021,June
65,2021,52.1S,171.2W,37.0,,,,,38000000000,0.13,2021,May
66,2021,34.7S,141.0E,31.0,26.6,9.6,-24.4,-4.6,21000000000,0.076,2021,May
67,2021,12.3N,43.4W,,,,,,25000000000,0.089,2021,May
68,2021,26.8N,79.1W,44.4,14.1,-2.8,12.6,5.6,21000000000,0.076,2021,April
69,2021,71.2N,106.7E,40.0,14.1,-8.9,6.3,-9.0,137000000000,0.4,2021,April
70,2021,48.6S,90.4E,31.1,18.1,12.7,-4.7,12.0,141000000000,0.41,2021,March
71,2021,81.1S,141.1E,32.5,23.3,10.1,-8.4,19.2,39000000000,0.13,2021,March
72,2021,9.2N,64.1W,,,,,,28000000000,0.098,2021,February
73,2021,75.8N,92.8W,31.0,13.1,-5.2,6.3,-10.3,30000000000,0.1,2021,February
74,2021,48.7N,80.1E,20.0,12.8,4.0,-6.7,-10.1,31000000000,0.11,2021,February
75,2021,5.3N,115.2E,39.4,15.2,14.0,-5.8,1.7,267000000000,0.72,2021,January
76,2021,38.8N,51.3W,30.0,14.3,-14.2,1.9,-0.6,77000000000,0.24,2021,January
77,2021,38.5N,47.6W,19.1,,,,,75000000000,0.23,2021,January
78,2021,45.0S,95.5E,37.5,19.2,13.3,-3.7,13.3,61000000000,0.2,2021,January
79,2020,14.9N,158.2W,33.0,14.4,-3.0,10.2,-9.7,49000000000,0.16,2020,December
80,2020,36.8N,54.7W,28.3,15.2,1.5,3.5,-14.7,57000000000,0.18,2020,December
81,2020,31.9N,96.2E,35.5,13.6,-2.6,5.9,-12.1,4898000000000,9.5,2020,December
82,2020,33.3N,135.1E,28.1,19.6,1.8,-16.5,-10.4,26000000000,0.092,2020,November
83,2020,30.5S,81.0W,,,,,,21000000000,0.076,2020,November
84,2020,59.8N,16.8E,22.3,16.7,-10.8,1.2,-12.7,111000000000,0.33,2020,November
85,2020,5.9S,160.4E,28.5,17.6,10.9,-13.8,-0.1,114000000000,0.34,2020,October
86,2020,30.0N,71.9W,48.0,,,,,80000000000,0.25,2020,October
87,2020,22.0N,133.5W,40.0,17.6,-9.4,14.1,-4.9,44000000000,0.15,2020,October
88,2020,12.9N,150.2W,,,,,,22000000000,0.079,2020,October
89,2020,29.7S,93.9W,39.0,,,,,27000000000,0.095,2020,October
90,2020,48.6N,93.9E,40.7,,,,,21000000000,0.076,2020,October
91,2020,11.4S,135.8W,36.0,16.4,15.6,1.5,4.9,36000000000,0.12,2020,October
92,2020,2.4N,169.7W,46.0,11.7,10.2,2.9,-4.9,41000000000,0.14,2020,September
93,2020,26.0N,133.5E,27.8,23.4,7.8,-21.7,3.7,64000000000,0.2,2020,August
94,2020,35.1S,34.2W,38.0,11.1,0.5,6.0,9.3,74000000000,0.23,2020,August
95,2020,20.0S,103.8W,36.0,,,,,22000000000,0.079,2020,July
96,2020,51.8S,11.2W,31.6,14.1,-2.9,-1.0,-13.8,50000000000,0.16,2020,July
97,2020,48.7S,74.0E,29.4,18.3,-5.0,-13.0,-11.9,75000000000,0.23,2020,July
98,2020,40.8N,41.7E,29.3,14.9,-6.0,-7.3,-11.5,57000000000,0.18,2020,May
99,2020,38.7S,77.2E,25.0,,,,,162000000000,0.46,2020,May
100,2020,15.9N,174.2E,,,,,,83000000000,0.26,2020,May
101,2020,7.2N,44.2W,52.5,,,,,41000000000,0.14,2020,May
102,2020,44.8N,131.0W,31.2,14.5,-13.0,-4.0,-5.0,41000000000,0.14,2020,May
103,2020,20.1N,109.4W,,,,,,21000000000,0.076,2020,April
104,2020,12.5N,49.8W,,,,,,27000000000,0.095,2020,April
105,2020,65.6S,45.6W,,,,,,20000000000,0.073,2020,April
106,2020,38.3S,23.5E,26.5,20.7,-10.0,3.2,17.8,124000000000,0.37,2020,March
107,2020,24.4S,67.9W,25.0,,,,,133000000000,0.39,2020,March
108,2020,,,,,,,,25000000000,0.089,2020,March
109,2020,53.3S,90.8E,24.3,19.8,-5.2,2.2,19.0,394000000000,1.0,2020,March
110,2020,45.7N,15.1E,34.5,21.5,-18.2,-11.3,-2.1,115000000000,0.34,2020,February
111,2020,3.6N,96.0W,,,,,,20000000000,0.073,2020,February
112,2020,28.2N,76.7E,41.7,31.7,-27.8,-14.3,-5.2,27000000000,0.095,2020,February
113,2020,30.4N,1.5E,32.5,19.8,-2.0,-16.6,-10.6,44000000000,0.15,2020,January
114,2020,28.0N,35.8W,32.0,21.2,-18.6,-9.0,-4.7,26000000000,0.092,2020,January
115,2020,33.1N,34.3E,43.3,27.4,-7.5,-23.5,-11.9,28000000000,0.098,2020,January
116,2020,19.4N,66.0W,14.5,15.5,-13.2,8.1,1.2,97000000000,0.29,2020,January
117,2020,71.7S,116.4W,27.8,12.9,9.8,-4.5,7.0,59000000000,0.19,2020,January
118,2020,23.7S,125.2W,31.5,,,,,196000000000,0.55,2020,January
119,2020,70.4S,17.5W,,,,,,45000000000,0.15,2020,January
120,2019,56.5N,147.6W,35.5,22.2,14.9,-8.1,-14.3,65000000000,0.21,2019,December
121,2019,47.7N,161.7E,37.0,17.8,13.7,-10.9,-3.3,39000000000,0.13,2019,December
122,2019,3.3S,37.7W,19.5,,,,,46000000000,0.15,2019,December
123,2019,5.6N,52.2W,61.5,,,,,42000000000,0.14,2019,December
124,2019,35.7N,31.7W,35.0,13.0,-11.6,-2.5,-5.4,27000000000,0.095,2019,November
125,2019,,,,,,,,26000000000,0.092,2019,November
126,2019,22.1S,25.7E,22.5,24.7,-22.8,-5.5,7.6,25000000000,0.089,2019,November
127,2019,10.4S,143.3W,38.0,27.4,5.2,12.3,23.9,110000000000,0.33,2019,November
128,2019,12.0N,76.0W,40.7,,,,,27000000000,0.095,2019,October
129,2019,44.3N,122.9E,47.3,14.1,1.5,-12.9,-5.4,206000000000,0.57,2019,October
130,2019,12.5S,107.2W,52.0,20.4,-10.1,11.2,13.7,23000000000,0.082,2019,September
131,2019,25.7N,28.4W,,,,,,34000000000,0.12,2019,September
132,2019,38.6S,33.5W,38.0,15.9,-12.9,8.1,4.6,109000000000,0.33,2019,September
133,2019,18.6S,126.9E,27.4,13.5,5.2,-8.1,9.5,42000000000,0.14,2019,September
134,2019,54.5N,9.2E,42.0,18.5,-18.1,-0.4,3.7,169000000000,0.48,2019,September
135,2019,24.9N,47.8W,30.6,17.2,-11.7,11.7,4.6,59000000000,0.19,2019,September
136,2019,21.9N,130.4W,39.8,13.4,11.1,-5.2,5.4,40000000000,0.13,2019,August
137,2019,24.4S,92.9W,30.2,,,,,20000000000,0.073,2019,August
138,2019,38.9N,7.0E,36.0,14.9,-3.9,4.0,-13.8,25000000000,0.089,2019,August
139,2019,44.6N,147.6W,30.6,16.1,1.5,15.1,-5.5,255000000000,0.69,2019,July
140,2019,21.2N,129.5W,59.0,42.3,25.2,31.2,-13.3,32000000000,0.11,2019,June
141,2019,2.5S,168.7E,,,,,,21000000000,0.076,2019,June
142,2019,14.9N,66.2W,25.0,14.9,-13.4,6.0,2.5,2947000000000,6.0,2019,June
143,2019,7.3N,67.6W,37.0,,,,,28000000000,0.098,2019,June
144,2019,56.6N,25.3W,24.4,17.5,3.8,-5.8,16.1,42000000000,0.14,2019,May
145,2019,19.2S,89.4E,29.2,15.8,0.2,-15.7,2.1,49000000000,0.16,2019,May
146,2019,10.8N,37.3W,32.6,,,,,95000000000,0.29,2019,May
147,2019,38.8S,137.5E,31.5,11.5,4.4,-8.5,6.4,656000000000,1.6,2019,May
148,2019,23.6S,132.8E,33.3,15.2,7.3,-12.2,5.3,33000000000,0.11,2019,May
149,2019,6.2N,57.1W,,,,,,21000000000,0.076,2019,May
150,2019,28.4N,88.3W,26.5,,,,,22000000000,0.079,2019,May
151,2019,48.8S,67.8E,33.3,11.4,3.4,-4.2,10.0,124000000000,0.37,2019,April
152,2019,18.3N,74.6W,30.6,15.9,-2.5,5.9,-14.6,29000000000,0.1,2019,April
153,2019,56.5N,94.9E,41.5,18.1,6.2,11.1,-12.9,70000000000,0.22,2019,April
154,2019,35.3N,93.9W,,,,,,28000000000,0.098,2019,April
155,2019,41.8S,7.4W,,,,,,22000000000,0.079,2019,March
156,2019,24.0S,140.3E,28.7,16.2,10.2,0.4,12.6,20000000000,0.073,2019,March
157,2019,63.7N,95.7E,31.5,14.4,5.4,-13.2,1.7,46000000000,0.15,2019,March
158,2019,15.5S,25.3E,26.0,20.8,-16.6,-12.6,0.6,1958000000000,4.2,2019,February
159,2019,22.5N,83.8W,23.7,16.3,-2.4,13.6,8.7,579000000000,1.4,2019,February
160,2019,,,,,,,,25000000000,0.089,2019,January
161,2019,18.0N,6.5E,42.5,11.6,-8.6,-5.9,5.0,36000000000,0.12,2019,January
162,2018,47.5S,174.4W,31.8,16.5,9.9,7.6,10.8,89000000000,0.27,2018,December
163,2018,56.9N,172.4E,26.0,13.6,6.3,-3.0,-31.2,31300000000000,49.0,2018,December
164,2018,25.3N,6.7W,27.4,17.4,-10.1,13.9,3.0,422000000000,1.1,2018,November
165,2018,47.3N,172.9W,32.5,19.1,7.6,17.3,-2.7,220000000000,0.61,2018,November
166,2018,42N,57W,,,,,,20000000000,0.073,2018,November
167,2018,37.6S,83.5E,37.0,,,,,38000000000,0.13,2018,November
168,2018,6.7S,148.6W,33.3,,,,,47000000000,0.16,2018,October
169,2018,,,,,,,,26000000000,0.092,2018,October
170,2018,39.8S,31.7W,31.5,14.7,-13.2,-6.5,-0.4,38000000000,0.13,2018,October
171,2018,23.5S,56.8E,33.0,16.5,-16.2,2.8,0.6,806000000000,1.9,2018,September
172,2018,34.3S,44.9E,40.7,12.5,-11.0,2.5,-5.5,53000000000,0.17,2018,September
173,2018,67.3S,75.1E,,11.1,-5.6,-7.9,5.5,83000000000,0.26,2018,September
174,2018,6.8S,27.8W,,,,,,150000000000,0.43,2018,September
175,2018,42.5N,50.1W,,,,,,42000000000,0.14,2018,September
176,2018,1.7S,141.4E,33.0,16.1,9.8,-9.6,-8.4,24000000000,0.086,2018,August
177,2018,39.2S,162.9W,37.0,,,,,22000000000,0.079,2018,August
178,2018,58.8S,105.8E,32.0,,,,,105000000000,0.32,2018,July
179,2018,76.9N,69.0W,43.3,24.4,20.4,12.9,-3.8,877000000000,2.1,2018,July
180,2018,82.5N,136.7W,,,,,,211000000000,0.59,2018,July
181,2018,32.0N,12.1E,63.0,14.1,-10.0,-1.0,-9.9,29000000000,0.1,2018,June
182,2018,52.8N,38.1E,27.2,14.4,-8.9,-4.3,-10.5,1224000000000,2.8,2018,June
183,2018,21.2S,23.3E,28.7,16.9,0.9,-16.4,3.9,375000000000,0.98,2018,June
184,2018,6.5S,173.7E,34.0,,,,,193000000000,0.54,2018,May
185,2018,32N,60.7W,,,,,,73000000000,0.23,2018,May
186,2018,46.9N,7.5W,39.0,11.5,1.3,-2.1,-11.2,38000000000,0.13,2018,May
187,2018,45.5S,1.4W,34.0,13.1,8.7,-9.5,2.5,30000000000,0.1,2018,April
188,2018,59.0S,45.8E,28.2,14.6,7.1,-4.6,11.9,36000000000,0.12,2018,April
189,2018,7.5N,3.6E,30.0,20.9,-9.1,-2.5,18.6,72000000000,0.23,2018,April
190,2018,22.2S,72.6E,31.5,10.9,-5.9,-9.1,1.4,512000000000,1.3,2018,April
191,2018,72.4N,78.7W,31.5,,,,,86000000000,0.27,2018,April
192,2018,13.5S,37.1W,31.5,13.1,-0.9,13.1,-0.4,71000000000,0.22,2018,February
193,2018,43.8S,1.1W,50.7,,,,,27000000000,0.095,2018,February
194,2018,15.9S,58.9W,,,,,,39000000000,0.13,2018,February
195,2018,42.9N,179.7E,43.5,,,,,259000000000,0.7,2018,February
196,2018,19.4S,104.3E,37.0,16.5,8.1,-8.4,-11.7,190000000000,0.53,2018,February
197,2018,14.0N,17.4W,,,,,,32000000000,0.11,2018,January
198,2018,52.0S,57.2E,43.6,23.7,18.6,-12.1,8.4,199000000000,0.56,2018,January
199,2018,55.8N,52.5E,26.0,21.0,0.8,2.2,-20.9,28000000000,0.098,2018,January
200,2018,39.5S,12.8E,26.0,,,,,36000000000,0.12,2018,January
201,2017,63.5S,101.3W,64.5,,,,,44000000000,0.15,2017,December
202,2017,14.6N,49.5W,38.0,,,,,110000000000,0.33,2017,December
203,2017,,,,,,,,114000000000,0.34,2017,December
204,2017,60.2N,170.0E,20.0,31.4,27.8,-4.7,-13.9,3114000000000,6.4,2017,December
205,2017,24.2S,135.0E,33.3,11.4,6.7,-3.4,8.6,28000000000,0.098,2017,November
206,2017,21.3S,177.6E,42.5,,,,,558000000000,1.4,2017,October
207,2017,28.8N,44.6E,35.4,16.7,-5.7,-10.7,-11.5,24000000000,0.086,2017,October
208,2017,65.2S,128.2E,24.1,15.9,9.5,-8.3,9.7,33000000000,0.11,2017,October
209,2017,18.3S,64.1W,,,,,,30000000000,0.1,2017,October
210,2017,28.1N,99.4E,37.0,14.6,-8.5,-9.0,7.8,192000000000,0.54,2017,October
211,2017,49.3N,116.9W,36.0,14.7,12.7,-6.1,-4.2,38000000000,0.13,2017,September
212,2017,24.7N,118.5W,,,,,,58000000000,0.19,2017,July
213,2017,6.6S,69.7W,38.0,17.2,-0.4,8.7,-14.8,35000000000,0.12,2017,July
214,2017,23.1N,60.7E,35.0,13.7,-10.0,-6.5,-6.8,73000000000,0.23,2017,July
215,2017,34.3S,134.5E,20.0,15.2,10.9,-9.7,4.2,94000000000,0.29,2017,June
216,2017,57.0N,143.7E,35.1,24.3,17.7,13.1,-10.3,184000000000,0.52,2017,June
217,2017,54.2S,133.0E,33.3,13.6,8.7,-5.7,8.8,636000000000,1.6,2017,June
218,2017,9.1S,101.8E,46.0,18.4,-6.5,-16.5,-5.0,90000000000,0.28,2017,May
219,2017,49.6S,157.6W,33.0,,,,,35000000000,0.12,2017,May
220,2017,26.0S,32.4E,33.0,,,,,35000000000,0.12,2017,May
221,2017,25.7S,56.2E,32.4,21.5,-13.4,-14.2,8.9,150000000000,0.43,2017,April
222,2017,28.3N,60.2W,28.0,,,,,1263000000000,2.9,2017,March
223,2017,40.5N,18.0W,23.0,36.5,-15.3,25.8,-20.8,400000000000,1.0,2017,March
224,2017,26.1S,174.9E,37.0,,,,,72000000000,0.23,2017,March
225,2017,29.5N,13.5E,25.4,12.2,-7.6,-9.3,2.2,65000000000,0.21,2017,February
226,2017,50.7S,66.0W,,,,,,38000000000,0.13,2017,February
227,2017,6.2N,60.4E,38.0,24.2,-6.6,-22.7,-5.3,295000000000,0.79,2017,February
228,2017,27.4S,14.8W,54.0,,,,,20000000000,0.073,2017,February
229,2017,10.4N,131.6E,33.5,,,,,66000000000,0.21,2017,February
230,2016,21.3N,49.3E,42.0,29.7,-22.4,16.4,-10.5,38000000000,0.13,2016,December
231,2016,34.5S,126.6W,,,,,,117000000000,0.35,2016,December
232,2016,30.6S,93.1W,,,,,,31000000000,0.11,2016,November
233,2016,15.2S,80.3E,30.6,17.4,9.1,-11.2,9.7,138000000000,0.4,2016,November
234,2016,39.6S,16.3W,37.0,,,,,76000000000,0.24,2016,November
235,2016,36.2N,6.7E,27.8,14.2,-10.0,3.9,-9.3,31000000000,0.11,2016,October
236,2016,51.8S,178.5E,40.0,17.5,-2.5,-3.3,17.0,71000000000,0.22,2016,September
237,2016,3.5S,44.6E,54.0,18.3,3.5,-16.2,7.7,76000000000,0.24,2016,September
238,2016,56.9S,162.2E,42.0,,,,,142000000000,0.41,2016,August
239,2016,43.7S,53.8E,34.3,14.9,-0.7,-11.4,9.6,184000000000,0.52,2016,August
240,2016,46.4N,171.6E,32.4,,,,,121000000000,0.36,2016,August
241,2016,7.8N,1.6W,37.0,,,,,45000000000,0.15,2016,July
242,2016,1.0N,48.6E,38.2,25.1,-10.3,-2.0,-22.8,153000000000,0.44,2016,July
243,2016,15.8N,11.9W,33.3,29.1,-29.1,1.5,0.7,458000000000,1.2,2016,June
244,2016,17.4S,138.3E,28.7,14.5,6.0,-11.9,5.7,331000000000,0.87,2016,June
245,2016,33.8N,110.9W,,,,,,172000000000,0.49,2016,June
246,2016,10.2N,48.8W,32.0,,,,,69000000000,0.22,2016,May
247,2016,32.8S,15.1E,30.6,20.8,5.4,-9.9,17.5,20000000000,0.073,2016,May
