Peak Brightness Date/Time (UT),Latitude (deg.),Longitud (dg.),Altitude (km),Velocity (km/s),vx,vy,vz,Total Radiated Energy (J),Calculated Total Impact Energy (kt),year
2007-05-16 16:20:00.000000,4.5,111.7,,,,,,38000000000,0.13,2007
2007-05-16 04:45:00.000000,42.4,164.0,31.5,,,,,400000000000,1.0,2007
2007-05-04 17:52:00.000000,22.9,109.4,48.0,,,,,175000000000,0.5,2007
2007-04-18 12:44:00.000000,83.7,171.2,38.0,24.4,-5.3,-2.5,23.7,112000000000,0.33,2007
2007-04-16 14:56:00.000000,,,,,,,,24000000000,0.09,2007
2007-03-17 06:48:00.000000,7.1,4.1,32.5,14.5,-7.3,-1.9,-12.4,40000000000,0.13,2007
2007-03-15 02:20:00.000000,44.1,148.4,,,,,,25000000000,0.09,2007
2007-03-07 15:16:00.000000,,,,,,,,27000000000,0.1,2007
2007-02-02 12:48:00.000000,24.0,37.2,35.5,,,,,340000000000,0.89,2007
2007-01-26 22:22:00.000000,3.7,99.7,,,,,,147000000000,0.43,2007
2007-01-22 07:24:00.000000,45.4,53.5,32.0,13.4,-3.3,-12.8,-1.9,76000000000,0.24,2007
2007-01-18 13:51:00.000000,5.3,164.3,34.1,,,,,32000000000,0.11,2007
2007-01-17 09:50:00.000000,8.7,50.8,33.3,,,,,548000000000,1.4,2007
2007-01-01 11:43:00.000000,44.4,116.5,53.0,,,,,36000000000,0.12,2007
2006-12-09 06:31:00.000000,26.2,26.0,26.5,15.9,4.9,-15.0,1.6,7410000000000,14.0,2006
2006-12-07 11:42:00.000000,14.0,140.0,,,,,,21000000000,0.08,2006
2006-12-01 06:09:00.000000,13.0,30.7,,,,,,63000000000,0.2,2006
2006-11-13 15:16:00.000000,44.0,43.3,,,,,,23000000000,0.08,2006
2006-10-24 08:42:00.000000,1.9,2.7,43.0,,,,,225000000000,0.62,2006
2006-10-14 18:10:00.000000,49.4,175.0,44.4,23.9,4.9,23.4,-1.0,258000000000,0.7,2006
2006-10-09 04:45:00.000000,47.0,78.9,22.2,,,,,41000000000,0.14,2006
2006-10-07 12:18:00.000000,23.0,61.8,40.7,,,,,41000000000,0.14,2006
2006-10-02 19:10:00.000000,14.0,53.1,42.0,,,,,90000000000,0.28,2006
2006-09-27 08:33:00.000000,32.0,60.2,48.1,,,,,107000000000,0.32,2006
2006-09-23 18:52:00.000000,29.0,108.0,,,,,,121000000000,0.36,2006
2006-09-02 17:57:00.000000,,,,,,,,22000000000,0.08,2006
2006-09-02 04:26:00.000000,14.0,109.1,44.1,14.2,10.0,-9.9,1.5,1230000000000,2.8,2006
2006-08-29 01:38:00.000000,44.0,162.0,40.7,,,,,92000000000,0.28,2006
2006-08-18 00:03:00.000000,43.0,33.4,47.2,,,,,32000000000,0.11,2006
2006-08-17 10:43:00.000000,11.0,165.7,48.2,,,,,256000000000,0.7,2006
2006-08-15 10:52:00.000000,4.9,49.6,32.7,,,,,47000000000,0.16,2006
2006-08-09 04:30:00.000000,23.1,53.7,37.0,,,,,1020000000000,2.4,2006
2006-07-15 23:55:00.000000,78.3,5.0,29.6,12.4,0.1,2.0,12.2,85000000000,0.26,2006
2006-07-15 15:22:00.000000,31.1,45.6,38.9,30.2,9.2,-1.2,-28.7,163000000000,0.47,2006
2006-06-07 00:06:00.000000,69.2,22.5,40.7,19.6,6.1,4.6,-18.0,59000000000,0.19,2006
2006-05-28 01:32:00.000000,,,,,,,,26000000000,0.09,2006
2006-05-21 07:51:00.000000,11.6,25.5,,,,,,263000000000,0.71,2006
2006-05-07 17:45:00.000000,,,,,,,,30000000000,0.1,2006
2006-05-06 15:39:00.000000,60.2,152.3,35.2,,,,,128000000000,0.38,2006
2006-04-25 18:46:00.000000,,,,,,,,20000000000,0.07,2006
2006-04-08 13:16:00.000000,17.3,113.2,33.3,,,,,127000000000,0.37,2006
2006-04-04 11:30:00.000000,26.6,26.6,25.0,,,,,2400000000000,5.0,2006
2006-03-14 03:21:00.000000,7.0,64.6,35.2,,,,,144000000000,0.42,2006
2006-02-26 07:30:00.000000,,,,,,,,70000000000,0.22,2006
2006-02-06 01:57:00.000000,54.5,18.1,35.2,,,,,1190000000000,2.7,2006
2006-02-04 08:38:00.000000,36.9,143.6,38.9,19.8,-8.8,3.4,-17.4,100000000000,0.3,2006
2006-01-28 03:33:00.000000,51.7,56.4,37.0,18.7,8.4,-16.4,3.2,740000000000,1.8,2006
2006-01-27 01:27:00.000000,58.7,74.7,20.0,,,,,45000000000,0.15,2006
2006-01-26 00:00:00.000000,79.8,111.0,37.0,,,,,53000000000,0.17,2006
2006-01-10 23:25:00.000000,29.8,12.7,32.4,16.9,-9.9,-6.3,-12.2,28000000000,0.1,2006
2006-01-08 05:20:00.000000,7.6,28.2,,,,,,94000000000,0.29,2006
2005-12-29 10:05:00.000000,3.0,154.9,42.2,20.7,18.6,8.5,3.2,190000000000,0.53,2005
2005-12-24 15:30:00.000000,54.0,17.3,66.0,,,,,181000000000,0.51,2005
2005-12-03 12:45:00.000000,33.8,117.4,32.2,17.0,-12.1,-9.6,7.2,88000000000,0.27,2005
2005-12-01 10:40:00.000000,6.4,155.8,,,,,,32000000000,0.11,2005
2005-11-29 07:33:00.000000,7.6,58.2,59.3,,,,,32000000000,0.11,2005
2005-11-15 05:19:00.000000,26.3,113.4,32.4,,,,,25000000000,0.09,2005
2005-11-11 20:34:00.000000,21.4,134.1,29.6,,,,,42000000000,0.14,2005
2005-11-09 07:33:00.000000,31.0,145.9,30.7,13.8,13.5,-2.7,-0.7,73000000000,0.23,2005
2005-11-02 07:04:00.000000,33.9,154.9,68.5,,,,,32000000000,0.11,2005
2005-11-02 05:16:00.000000,22.9,123.8,74.0,,,,,67000000000,0.21,2005
2005-10-26 21:30:00.000000,36.3,80.5,16.7,,,,,138000000000,0.4,2005
2005-09-30 19:04:00.000000,2.8,84.1,53.0,,,,,22000000000,0.08,2005
2005-09-14 01:08:00.000000,11.6,27.3,33.3,,,,,25000000000,0.09,2005
2005-09-02 07:59:00.000000,13.5,73.1,,,,,,82000000000,0.25,2005
2005-08-20 12:10:00.000000,,,,,,,,27000000000,0.1,2005
2005-08-09 14:35:00.000000,21.5,56.2,37.0,16.9,-16.3,4.3,1.4,25000000000,0.09,2005
2005-07-01 22:36:00.000000,49.8,33.1,50.0,,,,,31000000000,0.11,2005
2005-06-18 19:40:00.000000,47.9,85.6,,,,,,23000000000,0.08,2005
2005-06-05 01:56:00.000000,34.8,90.9,,,,,,41000000000,0.14,2005
2005-06-03 08:15:00.000000,31.0,90.3,29.6,26.2,-1.5,25.3,6.7,82000000000,0.25,2005
2005-05-27 14:12:00.000000,48.9,145.1,50.5,,,,,20000000000,0.07,2005
2005-05-14 13:02:00.000000,,,,,,,,129000000000,0.38,2005
2005-05-07 09:31:00.000000,75.8,163.7,15.2,16.6,9.6,-9.7,9.4,26000000000,0.09,2005
2005-05-02 20:10:00.000000,17.7,36.0,,,,,,46000000000,0.15,2005
2005-04-22 11:18:00.000000,20.9,36.7,37.0,,,,,22000000000,0.08,2005
2005-04-19 07:37:00.000000,50.2,146.4,38.5,16.8,9.3,13.8,2.5,232000000000,0.64,2005
2005-04-16 10:40:00.000000,,,,,,,,20000000000,0.07,2005
2005-04-15 06:54:00.000000,43.8,73.9,39.0,,,,,21000000000,0.08,2005
2005-04-14 14:05:00.000000,4.9,176.0,26.5,,,,,71000000000,0.22,2005
2005-04-11 05:20:00.000000,34.2,95.7,37.0,,,,,106000000000,0.32,2005
2005-04-06 01:30:00.000000,42.7,154.6,70.0,,,,,29000000000,0.1,2005
2005-04-05 17:48:00.000000,,,,,,,,35000000000,0.12,2005
2005-04-03 01:45:00.000000,1.0,112.4,59.2,,,,,219000000000,0.61,2005
2005-04-02 22:52:00.000000,14.1,169.7,27.2,,,,,204000000000,0.57,2005
2005-03-31 22:15:00.000000,42.8,36.2,,,,,,38000000000,0.13,2005
2005-03-18 16:48:00.000000,9.7,34.7,33.0,,,,,27000000000,0.1,2005
2005-03-12 22:16:00.000000,,,,,,,,22000000000,0.08,2005
2005-03-09 15:47:00.000000,21.4,157.9,44.4,,,,,53000000000,0.17,2005
2005-03-09 12:49:00.000000,14.3,142.7,30.7,,,,,40000000000,0.13,2005
2005-03-06 17:32:00.000000,,,,,,,,55000000000,0.18,2005
2005-02-22 22:51:00.000000,,,,,,,,41000000000,0.14,2005
2005-02-17 22:52:00.000000,48.0,161.5,42.5,,,,,100000000000,0.3,2005
2005-01-19 01:43:00.000000,27.5,164.9,40.7,,,,,141000000000,0.41,2005
2005-01-02 23:09:00.000000,21.3,154.7,35.2,21.5,20.2,-3.3,6.6,119000000000,0.35,2005
2005-01-01 03:44:00.000000,32.7,12.4,31.8,,,,,454000000000,1.2,2005
2004-12-29 07:11:00.000000,8.5,171.8,,,,,,90000000000,0.28,2004
2004-12-13 11:35:00.000000,9.7,155.3,,,,,,39000000000,0.13,2004
2004-12-11 15:36:00.000000,36.0,104.1,,,,,,30000000000,0.1,2004
2004-11-30 08:32:00.000000,61.0,171.0,,,,,,181000000000,0.51,2004
2004-11-17 03:13:00.000000,,,,,,,,186000000000,0.52,2004
2004-10-14 11:41:00.000000,,,,,,,,93000000000,0.28,2004
2004-10-10 11:05:00.000000,,,,,,,,30000000000,0.1,2004
2004-10-07 13:14:00.000000,27.3,71.5,35.0,19.2,-15.3,1.0,11.6,10400000000000,18.0,2004
2004-10-04 04:39:00.000000,3.7,150.9,,,,,,71000000000,0.22,2004
2004-09-28 08:57:00.000000,0.2,101.1,,,,,,62000000000,0.2,2004
2004-09-03 12:07:00.000000,67.7,18.2,31.5,,,,,7260000000000,13.0,2004
2004-08-22 10:01:00.000000,51.9,22.7,37.0,,,,,1440000000000,3.2,2004
2004-07-29 12:41:00.000000,,,,,,,,25000000000,0.09,2004
2004-07-25 05:29:00.000000,,,,,,,,197000000000,0.55,2004
2004-07-22 03:34:00.000000,,,,,,,,35000000000,0.12,2004
2004-07-16 00:11:00.000000,,,,,,,,29000000000,0.1,2004
2004-07-04 16:58:00.000000,,,,,,,,79000000000,0.25,2004
2004-07-03 20:47:00.000000,,,,,,,,65000000000,0.21,2004
2004-06-12 07:13:00.000000,21.7,175.3,,,,,,104000000000,0.31,2004
2004-06-11 15:41:00.000000,,,,,,,,104000000000,0.31,2004
2004-06-05 20:34:00.000000,1.3,174.4,43.0,19.5,9.4,17.0,-1.5,1810000000000,3.9,2004
2004-06-04 13:41:00.000000,,,,,,,,339000000000,0.89,2004
2004-06-03 21:59:00.000000,,,,,,,,47000000000,0.16,2004
2004-06-03 09:40:00.000000,48.9,120.4,,,,,,54000000000,0.18,2004
2004-05-18 11:12:00.000000,28.1,47.4,,,,,,394000000000,1.0,2004
2004-05-17 02:08:00.000000,18.9,28.3,44.0,,,,,55000000000,0.18,2004
2004-05-06 02:22:00.000000,,,,,,,,49000000000,0.16,2004
2004-04-23 00:33:00.000000,,,,,,,,56000000000,0.18,2004
2004-04-22 21:19:00.000000,15.2,55.1,,,,,,139000000000,0.41,2004
2004-04-22 04:21:00.000000,44.3,83.3,29.6,16.3,8.5,-12.1,-6.8,624000000000,1.5,2004
2004-04-06 03:24:00.000000,12.0,162.8,35.0,25.6,10.5,-23.2,-2.9,433000000000,1.1,2004
2004-03-26 16:35:00.000000,7.6,155.1,46.0,,,,,24000000000,0.09,2004
2004-03-25 09:39:00.000000,4.8,21.0,,,,,,21000000000,0.08,2004
2004-02-27 01:18:00.000000,,,,,,,,60000000000,0.19,2004
2004-02-02 18:52:00.000000,18.3,52.3,,,,,,30000000000,0.1,2004
2004-01-22 01:06:00.000000,50.6,157.8,37.0,,,,,232000000000,0.64,2004
2004-01-17 20:11:00.000000,,,,,,,,28000000000,0.1,2004
2004-01-16 11:17:00.000000,,,,,,,,98000000000,0.3,2004
2004-01-02 04:27:00.000000,28.2,3.2,63.0,,,,,134000000000,0.39,2004
2003-12-09 22:36:00.000000,67.1,90.8,,,,,,643000000000,1.6,2003
2003-11-26 02:00:00.000000,22.9,22.7,32.0,,,,,35000000000,0.12,2003
2003-11-10 13:54:00.000000,64.5,136.2,23.0,20.1,14.8,-8.7,10.4,518000000000,1.3,2003
2003-11-01 14:09:00.000000,51.4,151.7,,,,,,73000000000,0.23,2003
2003-10-16 00:47:00.000000,,,,,,,,285000000000,0.77,2003
2003-10-13 14:06:00.000000,,,,,,,,30000000000,0.1,2003
2003-10-07 00:23:00.000000,,,,,,,,37000000000,0.13,2003
2003-09-27 12:59:00.000000,21.0,86.6,26.0,18.2,-1.0,-5.4,-17.3,2150000000000,4.6,2003
2003-09-22 03:45:00.000000,,,,,,,,33000000000,0.11,2003
2003-09-21 07:40:00.000000,,,,,,,,20000000000,0.07,2003
2003-09-20 19:04:00.000000,,,,,,,,30000000000,0.1,2003
2003-09-02 20:00:00.000000,51.3,161.0,,,,,,385000000000,1.0,2003
2003-08-26 22:08:00.000000,,,,,,,,72000000000,0.23,2003
2003-08-26 08:44:00.000000,,,,,,,,249000000000,0.68,2003
2003-08-17 13:16:00.000000,39.0,34.0,,,,,,647000000000,1.6,2003
2003-08-01 04:09:00.000000,,,,,,,,21000000000,0.08,2003
2003-07-21 05:11:00.000000,,,,,,,,58000000000,0.19,2003
2003-06-22 22:53:00.000000,,,,,,,,21000000000,0.08,2003
2003-06-21 14:49:00.000000,,,,,,,,38000000000,0.13,2003
2003-06-16 17:17:00.000000,,,,,,,,65000000000,0.21,2003
2003-06-10 14:11:00.000000,41.8,122.9,,,,,,32000000000,0.11,2003
2003-05-27 23:32:00.000000,5.2,166.2,,,,,,68000000000,0.22,2003
2003-05-19 03:38:00.000000,,,,,,,,521000000000,1.3,2003
2003-05-18 07:51:00.000000,,,,,,,,21000000000,0.08,2003
2003-05-15 06:28:00.000000,54.0,80.4,,,,,,43000000000,0.14,2003
2003-04-28 13:06:00.000000,,,,,,,,23000000000,0.08,2003
2003-04-13 17:58:00.000000,14.8,64.5,17.0,,,,,175000000000,0.5,2003
2003-04-07 09:25:00.000000,18.4,162.6,,,,,,22000000000,0.08,2003
2003-04-01 04:40:00.000000,,,,,,,,31000000000,0.11,2003
2003-03-27 05:50:00.000000,41.4,87.7,45.0,,,,,142000000000,0.41,2003
2003-02-25 23:13:00.000000,40.0,116.0,,,,,,33000000000,0.11,2003
2003-02-12 23:45:00.000000,,,,,,,,79000000000,0.25,2003
2003-02-12 02:37:00.000000,31.5,107.5,,,,,,120000000000,0.36,2003
2003-02-06 17:00:00.000000,62.9,113.9,,,,,,197000000000,0.55,2003
2003-02-05 06:16:00.000000,,,,,,,,103000000000,0.31,2003
2003-02-04 14:07:00.000000,59.9,41.0,,,,,,135000000000,0.4,2003
2003-01-30 06:02:00.000000,,,,,,,,107000000000,0.32,2003
2002-11-28 15:41:00.000000,,,,,,,,46000000000,0.15,2002
2002-11-21 00:11:00.000000,1.4,154.0,,,,,,240000000000,0.66,2002
2002-11-12 21:49:00.000000,21.1,6.8,,,,,,43000000000,0.14,2002
2002-11-10 22:13:00.000000,16.0,166.0,,,,,,460000000000,1.2,2002
2002-10-09 12:00:00.000000,4.3,175.9,,,,,,49000000000,0.16,2002
2002-10-04 10:08:00.000000,,,,,,,,117000000000,0.35,2002
2002-09-24 16:48:00.000000,57.9,112.9,,,,,,860000000000,2.0,2002
2002-08-14 07:48:00.000000,6.9,126.2,,,,,,90000000000,0.28,2002
2002-08-11 20:42:00.000000,18.2,159.4,,,,,,1510000000000,3.3,2002
2002-08-10 18:01:00.000000,,,,,,,,25000000000,0.09,2002
2002-07-25 15:57:00.000000,28.7,47.0,,,,,,230000000000,0.63,2002
2002-07-22 11:16:00.000000,34.0,106.1,,,,,,53000000000,0.17,2002
2002-06-29 16:31:00.000000,,,,,,,,159000000000,0.46,2002
2002-06-15 11:51:00.000000,,,,,,,,29000000000,0.1,2002
2002-06-13 15:29:00.000000,24.9,111.4,,,,,,191000000000,0.54,2002
2002-06-02 04:28:00.000000,34.0,21.0,,,,,,4500000000000,8.8,2002
2002-04-03 19:10:00.000000,5.3,27.1,,,,,,182000000000,0.51,2002
2002-04-02 02:36:00.000000,,,,,,,,32000000000,0.11,2002
2002-03-28 21:29:00.000000,,,,,,,,27000000000,0.1,2002
2002-03-19 05:56:00.000000,,,,,,,,83000000000,0.26,2002
2002-03-19 02:56:00.000000,,,,,,,,53000000000,0.17,2002
2002-03-18 14:44:00.000000,60.4,120.5,,,,,,20000000000,0.07,2002
2002-03-09 01:20:00.000000,6.9,147.3,,,,,,249000000000,0.68,2002
2002-03-03 21:10:00.000000,37.5,154.0,,,,,,82000000000,0.25,2002
2002-03-01 03:53:00.000000,29.2,66.8,,,,,,38000000000,0.13,2002
2002-02-09 19:50:00.000000,17.7,138.7,,,,,,70000000000,0.22,2002
2002-02-01 19:07:00.000000,60.7,116.6,,,,,,70000000000,0.22,2002
2002-01-20 16:42:00.000000,48.4,165.0,,,,,,104000000000,0.31,2002
2002-01-03 12:19:00.000000,,,,,,,,123000000000,0.36,2002
2001-12-14 17:58:00.000000,,,,,,,,151000000000,0.44,2001
2001-12-12 16:56:00.000000,,,,,,,,98000000000,0.3,2001
2001-11-26 06:51:00.000000,,,,,,,,192000000000,0.54,2001
2001-11-13 10:58:00.000000,,,,,,,,312000000000,0.83,2001
2001-11-11 12:14:00.000000,,,,,,,,130000000000,0.38,2001
2001-10-27 19:20:00.000000,52.7,3.8,,,,,,36000000000,0.12,2001
2001-10-14 12:03:00.000000,,,,,,,,89000000000,0.27,2001
2001-10-12 03:11:00.000000,,,,,,,,62000000000,0.2,2001
2001-10-06 06:29:00.000000,,,,,,,,158000000000,0.45,2001
2001-09-25 11:54:00.000000,,,,,,,,42000000000,0.14,2001
2001-08-26 16:08:00.000000,,,,,,,,38000000000,0.13,2001
2001-08-18 13:57:00.000000,,,,,,,,40000000000,0.13,2001
2001-07-26 21:20:00.000000,0.4,84.8,,,,,,326000000000,0.86,2001
2001-07-23 22:19:00.000000,41.0,77.0,,,,,,1240000000000,2.8,2001
2001-05-06 04:30:00.000000,,,,,,,,50000000000,0.16,2001
2001-04-27 09:46:00.000000,,,,,,,,130000000000,0.38,2001
2001-04-23 06:12:00.000000,28.0,133.6,29.0,,,,,4600000000000,9.0,2001
2001-04-14 06:40:00.000000,,,,,,,,24000000000,0.09,2001
2001-04-13 00:29:00.000000,15.3,162.4,,,,,,251000000000,0.68,2001
2001-02-09 21:27:00.000000,,,,,,,,108000000000,0.32,2001
2001-02-04 05:53:00.000000,64.0,97.3,,,,,,151000000000,0.44,2001
2001-01-28 16:19:00.000000,66.0,31.3,,,,,,108000000000,0.32,2001
2000-12-15 13:22:00.000000,41.3,95.2,,,,,,262000000000,0.71,2000
2000-12-15 03:46:00.000000,50.4,58.9,,,,,,27000000000,0.1,2000
2000-11-28 12:20:00.000000,,,,,,,,119000000000,0.35,2000
2000-11-13 00:28:00.000000,13.6,5.8,,,,,,66000000000,0.21,2000
2000-11-06 07:18:00.000000,52.0,22.2,,,,,,69000000000,0.22,2000
2000-10-11 23:29:00.000000,31.7,5.5,,,,,,81000000000,0.25,2000
2000-09-24 06:57:00.000000,,,,,,,,27000000000,0.1,2000
2000-09-23 04:00:00.000000,58.5,142.6,,,,,,22000000000,0.08,2000
2000-09-19 22:12:00.000000,3.2,133.8,,,,,,89000000000,0.27,2000
2000-08-25 01:12:00.000000,14.5,106.1,,,,,,1390000000000,3.1,2000
2000-08-13 03:00:00.000000,36.7,127.8,,,,,,65000000000,0.21,2000
2000-08-01 16:48:00.000000,50.2,101.9,,,,,,182000000000,0.51,2000
2000-07-31 07:06:00.000000,15.7,138.5,,,,,,38000000000,0.13,2000
2000-07-19 17:40:00.000000,17.7,94.1,,,,,,107000000000,0.32,2000
2000-07-15 16:13:00.000000,46.6,163.3,,,,,,21000000000,0.08,2000
2000-07-09 01:08:00.000000,,,,,,,,121000000000,0.36,2000
2000-07-07 01:34:00.000000,15.0,140.7,,,,,,65000000000,0.21,2000
2000-06-27 10:06:00.000000,34.9,36.8,,,,,,27000000000,0.1,2000
2000-06-23 09:03:00.000000,69.2,44.0,,,,,,20000000000,0.07,2000
2000-06-22 20:02:00.000000,32.9,159.0,,,,,,30000000000,0.1,2000
2000-06-18 13:40:00.000000,,,,,,,,133000000000,0.39,2000
2000-06-14 16:39:00.000000,28.1,107.3,48.0,,,,,145000000000,0.42,2000
2000-06-04 03:17:00.000000,,,,,,,,190000000000,0.53,2000
2000-06-03 03:24:00.000000,36.8,74.8,,,,,,30000000000,0.1,2000
2000-06-02 18:44:00.000000,27.5,18.9,,,,,,30000000000,0.1,2000
2000-05-29 16:46:00.000000,,,,,,,,60000000000,0.19,2000
2000-05-06 11:51:00.000000,49.9,18.4,,,,,,28000000000,0.1,2000
2000-05-03 10:40:00.000000,5.0,73.0,,,,,,59000000000,0.19,2000
2000-04-21 13:42:00.000000,,,,,,,,86000000000,0.27,2000
2000-04-04 13:38:00.000000,,,,,,,,23000000000,0.08,2000
2000-03-28 15:27:00.000000,1.0,98.3,,,,,,63000000000,0.2,2000
2000-03-19 05:11:00.000000,,,,,,,,49000000000,0.16,2000
2000-03-06 08:29:00.000000,58.0,175.0,,,,,,960000000000,2.2,2000
2000-02-18 09:25:00.000000,0.9,109.2,,,,,,3620000000000,7.3,2000
2000-02-17 14:22:00.000000,14.2,115.9,,,,,,22000000000,0.08,2000
2000-01-18 16:43:00.000000,60.3,134.6,,,,,,1050000000000,2.4,2000
2000-01-18 08:33:00.000000,24.3,94.9,,,,,,35000000000,0.12,2000
1999-12-16 00:07:00.000000,26.5,11.3,,,,,,67000000000,0.21,1999
1999-12-11 17:31:00.000000,,,,,,,,273000000000,0.74,1999
1999-12-10 18:56:00.000000,,,,,,,,28000000000,0.1,1999
1999-12-03 17:24:00.000000,,,,,,,,42000000000,0.14,1999
1999-12-01 19:38:00.000000,,,,,,,,23000000000,0.08,1999
1999-11-30 02:18:00.000000,,,,,,,,45000000000,0.15,1999
1999-11-15 20:01:00.000000,8.1,75.4,,,,,,74000000000,0.23,1999
1999-11-07 17:53:00.000000,2.3,77.4,,,,,,89000000000,0.27,1999
1999-10-26 17:19:00.000000,13.7,70.8,,,,,,86000000000,0.27,1999
1999-09-08 23:55:00.000000,22.4,0.2,,,,,,28000000000,0.1,1999
1999-09-08 14:41:00.000000,32.5,104.6,32.0,,,,,90000000000,0.28,1999
1999-08-16 05:18:00.000000,35.0,107.2,,,,,,36000000000,0.12,1999
1999-08-06 03:22:00.000000,,,,,,,,68000000000,0.22,1999
1999-08-03 18:25:00.000000,64.7,18.8,,,,,,356000000000,0.93,1999
1999-07-10 08:11:00.000000,37.8,39.6,52.0,,,,,326000000000,0.86,1999
1999-07-07 04:14:00.000000,39.5,174.4,,,,,,140000000000,0.41,1999
1999-06-25 06:27:00.000000,50.0,121.0,69.0,,,,,124000000000,0.37,1999
1999-05-23 07:02:00.000000,16.4,116.3,,,,,,26000000000,0.09,1999
1999-04-26 11:33:00.000000,22.5,6.5,,,,,,92000000000,0.28,1999
1999-04-26 09:49:00.000000,32.8,159.1,,,,,,33000000000,0.11,1999
1999-03-31 23:54:00.000000,17.9,22.6,,,,,,234000000000,0.64,1999
1999-03-28 15:37:00.000000,0.8,97.6,,,,,,304000000000,0.81,1999
1999-03-02 22:23:00.000000,18.9,50.5,,,,,,59000000000,0.19,1999
1999-02-18 23:15:00.000000,54.9,64.6,,,,,,154000000000,0.44,1999
1999-02-01 14:24:00.000000,80.0,154.2,,,,,,28000000000,0.1,1999
1999-01-19 02:32:00.000000,7.9,85.8,,,,,,24000000000,0.09,1999
1999-01-14 08:06:00.000000,44.0,129.7,32.0,,,,,5060000000000,9.8,1999
1999-01-12 19:24:00.000000,,,,,,,,43000000000,0.14,1999
1999-01-11 05:18:00.000000,,,,,,,,24000000000,0.09,1999
1999-01-02 18:25:00.000000,47.0,103.0,65.0,,,,,35000000000,0.12,1999
1998-12-22 09:24:00.000000,,,,,,,,27000000000,0.1,1998
1998-11-23 20:20:00.000000,82.3,160.1,,,,,,25000000000,0.09,1998
1998-11-11 16:46:00.000000,6.5,156.4,,,,,,656000000000,1.6,1998
1998-10-03 12:58:00.000000,,,,,,,,32000000000,0.11,1998
1998-09-04 09:16:00.000000,,,,,,,,128000000000,0.38,1998
1998-09-01 11:15:00.000000,34.6,23.6,,,,,,24000000000,0.09,1998
1998-08-30 00:20:00.000000,,,,,,,,41000000000,0.14,1998
1998-08-08 12:55:00.000000,,,,,,,,23000000000,0.08,1998
1998-07-28 14:16:00.000000,,,,,,,,63000000000,0.2,1998
1998-03-24 09:08:00.000000,,,,,,,,27000000000,0.1,1998
1998-03-22 22:25:00.000000,1.4,26.6,,,,,,140000000000,0.41,1998
1998-01-08 16:10:00.000000,,,,,,,,62000000000,0.2,1998
1998-01-04 23:00:00.000000,35.1,33.4,30.0,17.1,6.0,-10.6,12.0,74000000000,0.23,1998
1997-12-28 03:58:00.000000,23.1,152.4,,,,,,31000000000,0.11,1997
1997-12-09 08:15:00.000000,62.7,49.9,,,,,,270000000000,0.73,1997
1997-11-07 07:46:00.000000,57.3,167.2,,,,,,800000000000,1.9,1997
1997-10-09 18:47:00.000000,31.8,106.0,37.0,,,,,190000000000,0.53,1997
1997-10-01 14:26:00.000000,46.7,108.9,,,,,,62000000000,0.2,1997
1997-09-30 12:31:00.000000,38.1,63.9,,,,,,23000000000,0.08,1997
1997-09-05 11:41:00.000000,31.1,56.4,,,,,,190000000000,0.53,1997
1997-08-20 17:16:00.000000,,,,,,,,26000000000,0.09,1997
1997-08-15 01:05:00.000000,,,,,,,,22000000000,0.08,1997
1997-07-30 03:01:00.000000,,,,,,,,50000000000,0.16,1997
1997-07-04 12:22:00.000000,15.8,175.8,,,,,,27000000000,0.1,1997
1997-05-22 08:30:00.000000,,,,,,,,45000000000,0.15,1997
1997-04-27 22:34:00.000000,16.7,87.5,,,,,,325000000000,0.86,1997
1997-02-19 04:31:00.000000,16.3,87.7,,,,,,140000000000,0.41,1997
1997-02-15 15:23:00.000000,35.5,115.6,,,,,,150000000000,0.43,1997
1997-02-06 18:28:00.000000,,,,,,,,26000000000,0.09,1997
1997-01-28 17:49:00.000000,,,,,,,,24000000000,0.09,1997
1997-01-23 10:03:00.000000,15.0,94.2,,,,,,270000000000,0.73,1997
1997-01-22 21:13:00.000000,32.2,29.0,,,,,,480000000000,1.2,1997
1997-01-04 06:46:00.000000,25.7,5.3,,,,,,43000000000,0.14,1997
1997-01-03 15:08:00.000000,,,,,,,,350000000000,0.92,1997
1996-12-17 04:16:00.000000,34.1,37.2,,,,,,41000000000,0.14,1996
1996-12-10 06:09:00.000000,,,,,,,,250000000000,0.68,1996
1996-12-04 17:00:00.000000,,,,,,,,49000000000,0.16,1996
1996-12-01 13:19:00.000000,,,,,,,,62000000000,0.2,1996
1996-11-22 10:06:00.000000,,,,,,,,68000000000,0.22,1996
1996-11-08 16:02:00.000000,,,,,,,,61000000000,0.2,1996
1996-10-30 12:48:00.000000,2.1,123.1,,,,,,21000000000,0.08,1996
1996-10-28 04:46:00.000000,27.4,79.4,,,,,,43000000000,0.14,1996
1996-10-23 08:28:00.000000,47.3,20.6,,,,,,44000000000,0.15,1996
1996-10-19 19:01:00.000000,29.7,34.7,,,,,,130000000000,0.38,1996
1996-10-07 17:43:00.000000,,,,,,,,45000000000,0.15,1996
1996-10-05 19:21:00.000000,49.6,145.9,,,,,,250000000000,0.68,1996
1996-08-17 15:46:00.000000,,,,,,,,34000000000,0.12,1996
1996-08-15 16:07:00.000000,,,,,,,,84000000000,0.26,1996
1996-08-09 18:14:00.000000,,,,,,,,30000000000,0.1,1996
1996-08-07 03:16:00.000000,,,,,,,,150000000000,0.43,1996
